,day,turnSpent,advUsed,location,combat,free?,items,meat,rounds,mox,mus,mys,effectsGained,clover,nativeMonster,hpGain,hpLoss,ncTitle,semirare,itemsUsed,skills,crafting,lineRange,freeNC,macroFrom
62,1,40,1,The Dark Elbow of the Woods,Demoninja,0,"['coin (6)', 'hot katana blade', 'coin (3)', 'red pixel', ""li'l ninja costume""]",81,5,2,3,3,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1493, 1520]",,[]
63,1,41,1,The Dark Elbow of the Woods,G imp,0,"['coin (6)', 'mushroom']",58,5,0,5,3,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1520, 1543]",,[]
64,1,42,1,The Dark Elbow of the Woods,G imp,0,"['coin (8)', 'coin (8)', 'Imp Ale', 'stick of firewood']",51,5,2,5,2,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1543, 1569]",,[]
65,1,43,1,The Dark Elbow of the Woods,N/A,0,[],0,-1,0,0,0,[],,,0,0,Deep Imp Act,,[],[],,"[1569, 1573]",,[]
66,1,44,1,The Dark Elbow of the Woods,Demoninja,0,"['coin (6)', 'stick of firewood']",76,5,0,6,2,[],,True,0,-1,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1573, 1600]",,[]
67,1,45,0,The Haunted Bathroom,sausage goblin,1,"['coin (8)', 'magical sausage casing']",128,5,2,7,0,[],,,0,-24,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1600, 1635]",,[]
68,1,45,1,The Dark Elbow of the Woods,L imp,0,"['coin (7)', 'Imp Ale', 'cast']",62,5,3,5,0,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1635, 1659]",,[]
69,1,46,1,The Dark Elbow of the Woods,L imp,0,"['coin (8)', 'coin (8)', 'Imp Ale', 'Special Seasoning']",57,5,3,5,0,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1659, 1684]",,[]
70,1,47,1,The Dark Elbow of the Woods,N/A,0,[],0,-1,0,0,0,[],,,0,0,"Imp Art, Some Wisdom",,[],[],,"[1684, 1692]",,[]
71,1,48,1,The Dark Elbow of the Woods,L imp,0,"['coin (6)', 'coin (9)', 'cast']",65,4,2,2,4,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1692, 1716]",,[]
72,1,49,1,The Dark Elbow of the Woods,G imp,0,"['coin (7)', 'hot wing', 'Imp Ale', 'stick of firewood']",56,5,5,2,0,[],,True,0,-1,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1716, 1742]",,[]
73,1,50,1,The Dark Elbow of the Woods,N/A,0,"['bottle of whiskey', 'bottle of rum', 'bottle of tequila']",0,-1,0,0,0,[],,,0,0,"A Secret, But Not the Secret You're Looking For",,[],[],,"[1742, 1748]",,[]
74,1,51,1,The Dark Elbow of the Woods,G imp,0,"['coin (8)', 'coin (10)', 'hot wing', 'Imp Ale']",55,4,3,3,2,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1748, 1772]",,[]
75,1,52,1,The Dark Elbow of the Woods,L imp,0,"['coin (6)', 'stick of firewood']",62,4,2,6,0,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1772, 1793]",,[]
76,1,53,1,The Dark Elbow of the Woods,L imp,0,"['coin (7)', 'cast']",54,4,3,3,2,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1793, 1855]",,[]
77,1,54,1,The Dark Elbow of the Woods,Demoninja,0,"['coin (6)', 'hot katana blade', 'demon skin', 'stick of firewood']",91,5,2,3,3,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1855, 1882]",,[]
78,1,55,1,The Dark Elbow of the Woods,N/A,0,['eldritch butterknife'],0,-1,0,0,0,[],,,0,0,Butter Knife?  I'll Take the Knife,,[],[],,"[1882, 1886]",,[]
79,1,56,1,The Dark Neck of the Woods,W imp,0,['coin (7)'],57,4,2,3,3,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1886, 1907]",,[]
80,1,57,1,The Dark Neck of the Woods,W imp,0,"['coin (8)', 'Imp Ale', 'ruby W']",63,4,2,3,3,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1907, 1931]",,[]
81,1,58,1,The Dark Neck of the Woods,P imp,0,"['coin (7)', 'hot wing', 'Imp Ale']",55,4,0,6,2,[],,True,0,-1,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1931, 1955]",,[]
82,1,59,1,The Dark Neck of the Woods,N/A,0,[],250,-1,0,0,0,[],,,0,0,How Do We Do It? Quaint and Curious Volume!,,[],[],,"[1955, 1959]",,[]
83,1,60,1,The Dark Neck of the Woods,Hellion,0,"['coin (7)', 'healthy juice', 'hellion cube', 'stick of firewood']",10,5,3,5,2,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1959, 1984]",,[]
84,1,61,1,The Dark Neck of the Woods,Hellion,0,"['coin (8)', 'coin (9)', 'hellion cube', 'coin (4)', 'white pixel', 'Special Seasoning']",14,5,3,2,4,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[1984, 2014]",,[]
85,1,62,0,The Haunted Bathroom,N/A,1,[],0,-1,0,0,0,[],,,0,0,Lights Out in the Bathroom,,[],[],,"[2014, 2019]",1,[]
86,1,62,0,The Haunted Bathroom,government bureaucrat,1,['coin (7)'],103,4,5,3,0,[],,,0,-15,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[2019, 2044]",,[]
87,1,62,1,The Dark Neck of the Woods,Hellion,0,"['coin (7)', 'coin (8)']",11,5,0,6,3,[],,True,0,0,,,[],"['JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[2044, 2066]",,[]
88,1,63,1,The Dark Neck of the Woods,N/A,0,['imp unity ring'],0,-1,0,0,0,[],,,0,0,Strike One!,,[],[],,"[2066, 2074]",,[]
89,1,64,1,The Dark Neck of the Woods,N/A,0,"['olive', 'olive']",0,-1,0,0,0,[],,,0,0,"Olive My Love To You, Oh.",,[],[],,"[2074, 2083]",,[]
90,1,65,1,The Dark Neck of the Woods,N/A,0,['dodecagram'],0,-1,0,0,0,[],,,0,0,Dodecahedrariffic!,,[],[],,"[2083, 2087]",,[]
91,1,66,0,Friar Ceremony Location,N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[2087, 2273]",1,[]
92,1,66,0,The Haunted Bathroom,sausage goblin,1,"['coin (6)', 'magical sausage casing', 'coin (3)', 'red pixel']",115,3,0,10,5,[],,,0,0,,,[],"['FIREBALL TOSS!', 'FIREBALL TOSS!']",,"[2273, 2315]",,[]
93,1,66,0,Boxing Daycare,N/A,1,['punch-drunk punch'],0,-1,0,0,0,[],,,0,0,Have a Boxing Daydream,,[],[],,"[2315, 2330]",1,[]
94,1,66,0,Boxing Daycare,N/A,1,[],0,-1,0,0,0,"[('Uncucumbered', 100)]",,,0,0,Visit the Boxing Day Spa,,[],[],,"[2330, 2338]",1,[]
95,1,66,1,The Black Forest,N/A,0,['black map'],0,-1,0,0,0,[],,,0,0,Forty Shades of Black,,[],[],,"[2338, 2342]",,[]
96,1,67,1,The Black Forest,black panther,0,[],0,5,0,0,0,"[('Bat-Adjacent Form', 1)]",,True,0,-78,,,[],"['BECOME A BAT!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[2342, 2368]",,[]
97,1,68,0,The Black Forest,N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[2368, 2372]",1,[]
98,1,68,1,The Black Forest,black adder,0,"['coin (7)', 'adder bladder', 'sunken eyes', 'coin (4)', 'white pixel']",138,12,2,9,4,"[('Bat-Adjacent Form', 1)]",,True,0,-25,,,['the electronics kit!'],"['BECOME A BAT!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!', 'JUMP ATTACK!']",,"[2372, 2420]",,[]
99,1,69,1,The Black Forest,black adder,0,"['coin (6)', 'adder bladder']",141,2,6,7,3,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[2420, 2438]",,[]
100,1,70,1,The Black Forest,N/A,0,[],0,-1,0,0,0,[],,,0,0,All Over the Map,,[],[],,"[2438, 2446]",,[]
101,1,71,1,The Black Forest,N/A,0,[],0,-1,0,0,0,[],,,0,0,Bee Persistent,,[],[],,"[2446, 2455]",,[]
102,1,72,0,The Black Forest,N/A,1,[],0,-1,0,0,0,[],,,0,0,Bee Rewarded,,[],[],,"[2455, 2464]",1,[]
103,1,72,1,The Black Forest,N/A,0,['beehive'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[2464, 2473]",,[]
104,1,73,0,The Haunted Bathroom,government bureaucrat,1,"['coin (7)', 'coin (10)', 'coin (3)', 'blue pixel']",73,2,15,6,4,[],,,0,0,,,[],['FIREBALL TOSS!'],,"[2473, 2497]",,[]
105,1,73,1,The Black Forest,black magic woman,0,"['coin (8)', 'black magic powder']",137,2,0,2,12,[],,True,0,0,,,[],['FIREBALL TOSS!'],,"[2497, 2512]",,[]
106,1,74,1,The Black Forest,All Over the Map,0,"['coin (7)', 'healthy juice', 'blackberry', 'blackberry']",0,3,2,11,3,"[('Bat-Adjacent Form', 1)]",,,0,0,,,[],"['BECOME A BAT!', 'FIREBALL BARRAGE!']",,"[2512, 2538]",,[]
107,1,75,1,The Black Forest,black magic woman,0,"['coin (8)', 'coin (8)', 'little black book', 'black magic powder', 'ten-leaf clover']",113,2,7,6,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2538, 2561]",,[]
108,1,76,1,The Black Forest,black friar,0,"['coin (8)', 'Mornington crescent roll', 'coin (5)', 'white pixel']",0,2,7,6,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2561, 2578]",,[]
109,1,77,1,The Black Forest,All Over the Map,0,"['coin (8)', 'blackberry', 'blackberry']",0,2,2,9,4,"[('Cold Blooded', 5)]",,,5,0,,,[],['FIREBALL BARRAGE!'],,"[2578, 2601]",,[]
110,1,78,1,The Black Forest,black magic woman,0,"['coin (6)', 'black eye shadow']",132,2,2,7,7,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2601, 2618]",,[]
111,1,79,1,The Black Forest,black panther,0,"['coin (8)', 'coin (8)', 'Black No. 2', 'broken wings']",187,3,0,0,0,"[('Bat-Adjacent Form', 1)]",,True,5,0,,,[],"['BECOME A BAT!', 'FIREBALL TOSS!']",,"[2618, 2649]",,[]
112,1,80,1,The Black Forest,black widow,0,"['coin (6)', 'black pension check', 'Special Seasoning']",86,2,3,13,0,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2649, 2668]",,[]
113,1,81,1,The Black Forest,black friar,0,"['coin (6)', 'Mornington crescent roll']",0,2,5,11,2,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2668, 2686]",,[]
114,1,82,1,The Black Forest,N/A,0,['blackberry galoshes'],0,-1,0,0,0,[],,,0,0,All Over the Map,,[],[],,"[2686, 2700]",,[]
115,1,83,1,The Black Forest,All Over the Map,0,"['coin (7)', 'blackberry', 'blackberry', 'coin (3)', 'white pixel']",0,2,3,2,8,"[('Cat Class, Cat Style', 5)]",,,5,0,,,[],['FIREBALL TOSS!'],,"[2700, 2727]",,[]
116,1,84,1,The Black Forest,black widow,0,"['coin (7)', 'black pension check', 'stick of firewood']",110,2,2,5,7,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2727, 2757]",,[]
117,1,85,3,"The Shore, Inc. Travel Agency",N/A,0,"[""your father's MacGuffin diary""]",0,-1,0,0,0,[],,,0,0,???,,[],[],,"[2757, 2767]",,[]
118,1,88,3,"The Shore, Inc. Travel Agency",N/A,0,['Shore Inc. Ship Trip Scrip'],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[2767, 2776]",,[]
119,1,91,0,"The Shore, Inc. Travel Agency",N/A,1,[],0,-1,0,0,0,[],,,0,0,???,,[],[],,"[2776, 2791]",1,[]
120,1,91,0,Your Mushroom Garden,piranha plant,1,"['coin (7)', 'deluxe mushroom', 'piranha pollen']",0,2,2,19,4,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2791, 2815]",,[]
121,1,91,0,Your Mushroom Garden,piranha plant,1,"['coin (6)', 'coin (9)', 'piranha pollen']",0,2,15,5,4,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2815, 2833]",,[]
122,1,91,0,Your Mushroom Garden,piranha plant,1,"['coin (7)', 'healthy juice', 'piranha pollen', 'coin (5)', 'blue pixel']",0,2,13,4,9,[],,True,5,0,,,[],['FIREBALL TOSS!'],,"[2833, 2853]",,[]
